Gender,Height,Weight
Male,187.57142322448811,109.70229622695555
Male,174.70603627656138,73.61019161963719
Male,188.23966769513365,96.48111363106577
Male,182.19668514447775,99.79250353881044
Male,177.49976148723286,93.58267601989614
Male,170.8226598470285,69.03045612566122
Male,174.71410637922045,83.41400843720227
Male,173.60522939943328,76.1773743716594
Male,170.22813214372283,79.78659428376871
Male,161.17949470505067,70.92955845220499
Male,180.83627099875525,84.62808415435737
Male,181.96764500282032,96.93477074349704
Male,164.50647599885,75.79476692674649
Male,175.9789980456698,85.91663554954104
Male,175.87907986372045,84.55064309353243
Male,171.81987403906984,78.08931068395329
Male,183.942524230009,88.90181692992381
Male,162.49478733149493,78.40520190874376
Male,176.88575214537084,84.34646601956008
Male,172.55745232918412,82.73317370214332
Male,172.50422749230435,78.96414017296735
Male,176.37617726482034,89.67411411098412
Male,168.01879518063035,67.65241088797052
Male,191.02317298012184,103.74683928126802
Male,172.4487187000549,73.4724044663433
Male,173.08584330743003,87.23082838058367
Male,175.48766382947102,83.64407002648798
Male,184.91414253191076,93.79963239018322
Male,171.24995539556042,79.46209632618003
Male,173.98089500648203,69.99666164442402
Male,174.29000079752274,85.03711707746349
Male,188.04587135903623,96.5579253176966
Male,181.6816687303501,88.44999693144445
Male,175.71760919290577,93.05379652669886
Male,176.7260940081211,92.59144012884398
Male,178.81835937672955,87.48458733544172
Male,175.45347476554045,89.56382884304989
Male,170.6715491381159,83.36098559308435
Male,167.15058176352375,74.30921763202812
Male,163.3326372445611,73.97188986284944
Male,172.65481401707962,78.06603056998867
Male,183.36114193640202,88.00245120093378
Male,165.7866776310601,76.47063319922539
Male,167.86905053573216,73.10359754948843
Male,171.47621664991306,74.67586270476508
Male,178.06615708809903,85.67904904819683
Male,173.35966455980267,84.83471753460363
Male,183.31868115412516,94.81671809081722
Male,175.7168383519486,87.08133125260998
Male,185.0907147739769,95.84693733317006
Male,164.54776076408726,75.10731346133787
Male,178.26621671420858,91.18907850320544
Male,173.96828364246608,78.65032215265352
Male,171.02031043778115,82.27105636550431
Male,170.15699796960894,76.97855210895781
Male,168.90885674663477,74.06327814497686
Male,173.61676388185296,86.0363763911365
Male,179.7671260388094,87.1314500436136
Male,180.88844612045608,89.88592476535146
Male,177.8339479866312,95.02335593520453
Male,181.3640828407276,90.14049553735101
Male,176.66209294087304,89.83198351675192
Male,187.49907777673553,88.56717106110068
Male,170.172082190715,74.80421904625986
Male,181.40290336845038,81.57093076612108
Male,165.80942253087093,70.40835405625805
Male,173.41644634454013,83.68226360479547
Male,184.8240396637097,100.08074442869977
Male,172.97242469288085,83.13499106903402
Male,174.99763342330976,89.0935656649356
Male,175.99535530679523,83.71682916112154
Male,179.12899028957952,94.11920114219681
Male,176.94586207535545,80.36323299426213
Male,171.6919827721059,73.97188308815464
Male,184.17062576546343,98.05815424613832
Male,180.98258343367382,92.81428291261814
Male,182.39533469899166,91.120440462356
Male,183.5027203172998,100.18220856287618
Male,168.94207425877414,89.09290718402812
Male,167.71374637223823,76.48109298821542
Male,171.6459710145469,82.28240952749478
Male,173.34628424812547,90.09463642921452
Male,187.51836258668223,107.89874642321315
Male,177.29825947564564,78.47676004953877
Male,167.53732757364295,72.87252455323309
Male,180.54070464239254,85.53420366016599
Male,169.15433920450758,94.48784309982267
Male,175.13689913577448,87.72567730261724
Male,173.34093295245825,78.96131237669842
Male,183.68473581202682,89.5095642854127
Male,182.41116794180826,91.43794410328435
Male,165.70210577785005,82.09159784143492
Male,179.42694643045218,82.59523173635374
Male,164.4190910170277,80.52120790175556
Male,170.44302000331504,74.81840393763038
Male,165.39841161563606,75.15515292068345
Male,182.12113441846498,87.57104922587891
Male,169.7555106430556,81.94280588247483
Male,168.83703916425623,78.35542989950657
Male,176.3052766003339,80.48554024024399
Male,177.93253078529222,91.07425728492244
Male,169.52875581598627,76.07246047360634
Male,168.33679595315257,70.02069150985623
Male,173.5542579020041,80.71869777954058
Male,177.99275601589463,83.418982746839
Male,174.5817898977854,81.27201000843537
Male,171.59237020516503,71.91291944916917
Male,168.284226638376,75.51180573376054
Male,175.72279480866203,77.99713270383492
Male,171.72712655176483,79.07672670230838
Male,176.00355457559223,85.14528429177959
Male,173.20433737956765,91.37776071682994
Male,181.88199792918212,92.93742047020544
Male,175.760018076242,81.03652901141996
Male,170.84538088681722,74.38296042718866
Male,187.1603912359995,101.25623782873969
Male,176.62452611852882,92.04458334232879
Male,173.51136199732946,85.89196626301542
Male,172.05696720475584,80.80297305145851
Male,182.13263700679425,101.26953979129388
Male,161.62595209361822,75.74998034391065
Male,174.55184407744372,81.84520726161904
Male,170.0513277914747,74.57557624596916
Male,159.27575392770365,68.01343239049523
Male,183.53635866594223,87.4876492298059
Male,180.1079787791757,91.55736902520363
Male,171.72900274827228,81.57280089999773
Male,179.83595974746328,89.10100892241995
Male,176.03411337448668,85.05743741105941
Male,168.25696178653445,77.8653785422721
Male,171.43017016227572,86.93859627407164
Male,167.14787066005033,75.21571328113605
Male,181.4670123803187,84.20078971603719
Male,173.89959078867784,80.85342436729432
Male,162.5293284966492,68.47122505675011
Male,180.34482012204785,95.20604237211066
Male,173.07489944908338,78.98313122063175
Male,173.72431663022735,81.57776739334875
Male,172.96439815234191,76.07580101933469
Male,173.0770995040391,83.01345141591973
Male,174.90462938420796,76.89651736151973
Male,168.01808545726598,78.65381980064943
Male,168.16332141451562,82.03607918794468
Male,171.27758534530702,83.22400582980636
Male,176.4566093193674,93.41401821572563
Male,179.11028362363936,83.33779827331021
Male,181.19947514148774,91.58934034769523
Male,180.34493970907866,98.01364840676281
Male,168.15396317393342,72.28586110847482
Male,184.2599998952873,95.39066878088934
Male,171.3975534654244,81.00605449430975
Male,165.99004281175817,66.54866105932064
Male,179.94391854905604,88.86032425138957
Male,177.64372715865045,77.17725796508118
Male,164.43913132680018,76.94061411391746
Male,176.04334331619975,89.96766151635919
Male,174.84969566407588,81.59080132244127
Male,157.32080109991458,66.78625238165941
Male,174.22707225919999,80.26496649491473
Male,165.6551819683161,84.11237567945804
Male,163.40746619174064,80.4960554824898
Male,174.6222230224191,77.01926413588436
Male,184.12372471703657,90.05972709741451
Male,170.77418453236794,92.22237608836552
Male,170.84955630188296,87.62706244327936
Male,165.40100087926066,80.78682321035963
Male,168.3075628969345,73.82294031958729
Male,171.96226633545336,72.23878031694738
Male,166.44796775540533,78.05637730214376
Male,177.46718331537843,91.53607373917596
Male,173.94396342642182,77.25729231320906
Male,183.42346689812754,93.14728376808662
Male,173.17601304294362,77.00125536323945
Male,182.83226461889106,90.90127461620635
Male,167.80544730113522,80.99272291936688
Male,169.30665699133897,76.19683888359592
Male,171.7025374560371,80.61969425847892
Male,173.34469799833073,87.65425124695781
Male,164.6138984594212,73.6415150293025
Male,171.43023440539514,83.16726729771338
Male,173.17905599543812,82.11160783916507
Male,176.66559765337107,95.63346891478503
Male,168.66171415763515,75.08775468163763
Male,169.14407907130675,88.95621308219002
Male,182.71715192043442,91.63103181492926
Male,173.44908598881977,77.28508049721769
Male,177.68684603571606,91.58643324109207
Male,182.50186802932285,87.7038478697696
Male,167.01896654731118,81.56720617470522
Male,170.2609042806163,70.97049206267165
Male,194.8429805389624,106.59202667574694
Male,184.33064828309134,104.56260088877188
Male,177.11116443931243,92.46968480107256
Male,184.91002897164842,98.9643522172399
Male,184.24995934273218,100.9828471299424
Male,183.62864819641894,94.54642444016916
Male,170.82344503229407,81.9862947908263
Male,192.89892935504406,105.18129184086621
Male,168.4432290736113,77.36682907231611
